time,xe_p(1),xe_p(2),xe_p(3),xe_theta,"q(1,1)","q(2,1)","q(3,1)","q(4,1)","q?(1,1)","q?(2,1)","q?(3,1)","q?(4,1)",From Workspace1:1(1),From Workspace1:1(2),From Workspace1:1(3),From Workspace2:1,From Workspace4:1(1),From Workspace4:1(2),From Workspace4:1(3),theta_dot,pd(1),pd(2),pd(3),theta,"?e(1,1)","?e(2,1)","?e(3,1)","?e(4,1)","q_dot_dot(1,1)","q_dot_dot(2,1)","q_dot_dot(3,1)","q_dot_dot(4,1)",?d(1),?d(2),?d(3),?d(4),?(1),?(2),?(3),?(4),"Reshape(1,1)","Reshape(2,1)","Reshape(3,1)","Reshape(4,1)",xe_p(1),xe_p(2),xe_p(3),xe_theta
3.44,0.011086303,-0.794416437,0.3,10.81936015,-0.904219169,-1.305245568,0.7,13.02882489,-0.749631343,0.018434248,0,9.274364126,9.805502114,0.650460828,-6.944444444,0,-0.588904919,-0.013010627,-0.277777778,0,0.017670022,-0.799804833,0.494444444,3.490658504,-0.588119121,-0.013805216,0,9.274364126,12.44788193,-0.145145084,0,8.388888889,-0.588904919,-0.013010627,-0.277777778,0,9.805502114,0.650460828,-6.944444444,0,-0.904219169,-1.305245568,0.7,13.02882489,0.011086303,-0.794416437,0.3,10.81936015
3.441,0.010498177,-0.794430024,0.3,10.82790332,-0.9049688,-1.305227134,0.7,13.03809925,-0.737183461,0.018289103,0,9.282753015,9.806280652,0.628967245,-6.944444444,0,-0.579099024,-0.012370943,-0.284722222,0,0.01708602,-0.799817522,0.494163194,3.490658504,-0.578302591,-0.013195762,0,9.282753015,12.44871844,-0.147331745,0,8.278555556,-0.579099024,-0.012370943,-0.284722222,0,9.806280652,0.628967245,-6.944444444,0,-0.9049688,-1.305227134,0.7,13.03809925,0.010498177,-0.794430024,0.3,10.82790332
3.442,0.009919868,-0.794443009,0.3,10.83646718,-0.905705984,-1.305208845,0.7,13.04738201,-0.724734743,0.018141772,0,9.29103157,9.8070206,0.607834135,-6.944444444,0,-0.56929237,-0.011752573,-0.291666667,0,0.016511824,-0.799829582,0.493875,3.490658504,-0.568485373,-0.012607227,0,9.29103157,12.44955081,-0.149507202,0,8.167555556,-0.56929237,-0.011752573,-0.291666667,0,9.8070206,0.607834135,-6.944444444,0,-0.905705984,-1.305208845,0.7,13.04738201,0.009919868,-0.794443009,0.3,10.83646718
3.443,0.009351376,-0.794455413,0.3,10.84505162,-0.906430719,-1.305190703,0.7,13.05667304,-0.712285192,0.017992264,0,9.299199126,9.807723256,0.587061563,-6.944444444,0,-0.559484995,-0.011155155,-0.298611111,0,0.015947435,-0.799841034,0.493579861,3.490658504,-0.558667502,-0.012039248,0,9.299199126,12.45037913,-0.151671491,0,8.055888889,-0.559484995,-0.011155155,-0.298611111,0,9.807723256,0.587061563,-6.944444444,0,-0.906430719,-1.305190703,0.7,13.05667304,0.009351376,-0.794455413,0.3,10.84505162
3.444,0.008792702,-0.794467256,0.3,10.85365652,-0.907143004,-1.305172711,0.7,13.06597224,-0.699834813,0.017840593,0,9.307255015,9.808389892,0.566649588,-6.944444444,0,-0.549676936,-0.010578329,-0.305555556,0,0.015392854,-0.799851899,0.493277778,3.490658504,-0.548849014,-0.011491465,0,9.307255015,12.45120345,-0.153824649,0,7.943555556,-0.549676936,-0.010578329,-0.305555556,0,9.808389892,0.566649588,-6.944444444,0,-0.907143004,-1.305172711,0.7,13.06597224,0.008792702,-0.794467256,0.3,10.85365652
3.445,0.008243848,-0.794478558,0.3,10.86228178,-0.907842839,-1.30515487,0.7,13.07527949,-0.687383609,0.017686768,0,9.31519857,9.809021762,0.546598268,-6.944444444,0,-0.539868227,-0.010021736,-0.3125,0,0.014848081,-0.799862197,0.49296875,3.490658504,-0.539029941,-0.010963517,0,9.31519857,12.45202383,-0.155966712,0,7.830555556,-0.539868227,-0.010021736,-0.3125,0,9.809021762,0.546598268,-6.944444444,0,-0.907842839,-1.30515487,0.7,13.07527949,0.008243848,-0.794478558,0.3,10.86228178
3.446,0.007704812,-0.794489338,0.3,10.87092728,-0.908530222,-1.305137183,0.7,13.08459469,-0.674931586,0.017530802,0,9.323029126,9.809620094,0.526907657,-6.944444444,0,-0.530058903,-0.009485013,-0.319444444,0,0.014313118,-0.799871949,0.492652778,3.490658504,-0.529210316,-0.010455043,0,9.323029126,12.45284033,-0.158097716,0,7.716888889,-0.530058903,-0.009485013,-0.319444444,0,9.809620094,0.526907657,-6.944444444,0,-0.908530222,-1.305137183,0.7,13.08459469,0.007704812,-0.794489338,0.3,10.87092728
3.447,0.007175597,-0.794499617,0.3,10.87959291,-0.909205154,-1.305119652,0.7,13.09391772,-0.662478745,0.017372704,0,9.330746015,9.810186097,0.507577807,-6.944444444,0,-0.520248998,-0.0089678,-0.326388889,0,0.013787964,-0.799881174,0.492329861,3.490658504,-0.519390171,-0.009965682,0,9.330746015,12.45365302,-0.160217697,0,7.602555556,-0.520248998,-0.0089678,-0.326388889,0,9.810186097,0.507577807,-6.944444444,0,-0.909205154,-1.305119652,0.7,13.09391772,0.007175597,-0.794499617,0.3,10.87959291
3.448,0.006656202,-0.794509413,0.3,10.88827855,-0.909867633,-1.30510228,0.7,13.10324847,-0.650025092,0.017212486,0,9.33834857,9.810720956,0.488608766,-6.944444444,0,-0.510438542,-0.008469737,-0.333333333,0,0.01327262,-0.799889891,0.492,3.490658504,-0.509569534,-0.009495073,0,9.33834857,12.45446196,-0.16232669,0,7.487555556,-0.510438542,-0.008469737,-0.333333333,0,9.810720956,0.488608766,-6.944444444,0,-0.909867633,-1.30510228,0.7,13.10324847,0.006656202,-0.794509413,0.3,10.88827855
3.449,0.006146627,-0.794518745,0.3,10.89698409,-0.910517658,-1.305085067,0.7,13.11258681,-0.63757063,0.017050159,0,9.345836126,9.811225836,0.47000058,-6.944444444,0,-0.500627566,-0.007990462,-0.340277778,0,0.012767087,-0.799898119,0.491663194,3.490658504,-0.499748435,-0.009042855,0,9.345836126,12.45526721,-0.164424731,0,7.371888889,-0.500627566,-0.007990462,-0.340277778,0,9.811225836,0.47000058,-6.944444444,0,-0.910517658,-1.305085067,0.7,13.11258681,0.006146627,-0.794518745,0.3,10.89698409
3.45,0.005646874,-0.79452763,0.3,10.9057094,-0.911155228,-1.305068017,0.7,13.12193265,-0.625115363,0.016885735,0,9.353208015,9.811701877,0.451753292,-6.944444444,0,-0.4908161,-0.007529615,-0.347222222,0,0.012271365,-0.799905878,0.491319444,3.490658504,-0.489926902,-0.008608666,0,9.353208015,12.45606883,-0.166511855,0,7.255555556,-0.4908161,-0.007529615,-0.347222222,0,9.811701877,0.451753292,-6.944444444,0,-0.911155228,-1.305068017,0.7,13.12193265,0.005646874,-0.79452763,0.3,10.9057094
3.451,0.005156943,-0.794536088,0.3,10.91445438,-0.911780344,-1.305051131,0.7,13.13128586,-0.612659294,0.016719223,0,9.36046357,9.812150199,0.433866944,-6.944444444,0,-0.481004171,-0.007086835,-0.354166667,0,0.011785455,-0.799913185,0.49096875,3.490658504,-0.480104961,-0.008192147,0,9.36046357,12.45686688,-0.168588097,0,7.138555556,-0.481004171,-0.007086835,-0.354166667,0,9.812150199,0.433866944,-6.944444444,0,-0.911780344,-1.305051131,0.7,13.13128586,0.005156943,-0.794536088,0.3,10.91445438
3.452,0.004676834,-0.794544135,0.3,10.92321891,-0.912393003,-1.305034412,0.7,13.14064632,-0.600202427,0.016550635,0,9.367602126,9.8125719,0.416341574,-6.944444444,0,-0.471191808,-0.006661761,-0.361111111,0,0.011309357,-0.799920058,0.490611111,3.490658504,-0.470282638,-0.007792935,0,9.367602126,12.45766142,-0.170653493,0,7.020888889,-0.471191808,-0.006661761,-0.361111111,0,9.8125719,0.416341574,-6.944444444,0,-0.912393003,-1.305034412,0.7,13.14064632,0.004676834,-0.794544135,0.3,10.92321891
3.453,0.004206548,-0.794551789,0.3,10.93200286,-0.912993205,-1.305017861,0.7,13.15001392,-0.587744766,0.016379981,0,9.374623015,9.812968053,0.399177218,-6.944444444,0,-0.461379036,-0.006254032,-0.368055556,0,0.010843071,-0.799926514,0.490246528,3.490658504,-0.460459956,-0.007410669,0,9.374623015,12.45845251,-0.172708076,0,6.902555556,-0.461379036,-0.006254032,-0.368055556,0,9.812968053,0.399177218,-6.944444444,0,-0.912993205,-1.305017861,0.7,13.15001392,0.004206548,-0.794551789,0.3,10.93200286
3.454,0.003746084,-0.794559066,0.3,10.94080611,-0.91358095,-1.305001481,0.7,13.15938855,-0.575286314,0.016207273,0,9.38152557,9.813339713,0.382373911,-6.944444444,0,-0.45156588,-0.005863286,-0.375,0,0.010386599,-0.799932571,0.489875,3.490658504,-0.45063694,-0.007044988,0,9.38152557,12.45924021,-0.174751881,0,6.783555556,-0.45156588,-0.005863286,-0.375,0,9.813339713,0.382373911,-6.944444444,0,-0.91358095,-1.305001481,0.7,13.15938855,0.003746084,-0.794559066,0.3,10.94080611
3.455,0.003295444,-0.794565983,0.3,10.94962856,-0.914156236,-1.304985274,0.7,13.16877007,-0.562827073,0.016032521,0,9.388309126,9.813687911,0.365931683,-6.944444444,0,-0.441752364,-0.005489164,-0.381944444,0,0.00993994,-0.799938246,0.489496528,3.490658504,-0.440813612,-0.00669553,0,9.388309126,12.46002458,-0.176784941,0,6.663888889,-0.441752364,-0.005489164,-0.381944444,0,9.813687911,0.365931683,-6.944444444,0,-0.914156236,-1.304985274,0.7,13.16877007,0.003295444,-0.794565983,0.3,10.94962856
3.456,0.002854627,-0.794572556,0.3,10.95847008,-0.914719064,-1.304969242,0.7,13.17815838,-0.550367049,0.015855736,0,9.394973015,9.814013654,0.349850566,-6.944444444,0,-0.431938512,-0.005131303,-0.388888889,0,0.009503094,-0.799943555,0.489111111,3.490658504,-0.430989993,-0.006361935,0,9.394973015,12.46080568,-0.178807292,0,6.543555556,-0.431938512,-0.005131303,-0.388888889,0,9.814013654,0.349850566,-6.944444444,0,-0.914719064,-1.304969242,0.7,13.17815838,0.002854627,-0.794572556,0.3,10.95847008
3.457,0.002423634,-0.794578801,0.3,10.96733054,-0.915269431,-1.304953386,0.7,13.18755335,-0.537906243,0.015676929,0,9.40151657,9.814317929,0.334130586,-6.944444444,0,-0.422124344,-0.004789342,-0.395833333,0,0.009076063,-0.799948514,0.48871875,3.490658504,-0.421166104,-0.006043841,0,9.40151657,12.46158356,-0.180818966,0,6.422555556,-0.422124344,-0.004789342,-0.395833333,0,9.814317929,0.334130586,-6.944444444,0,-0.915269431,-1.304953386,0.7,13.18755335,0.002423634,-0.794578801,0.3,10.96733054
3.458,0.002002465,-0.794584733,0.3,10.97620982,-0.915807337,-1.304937709,0.7,13.19695487,-0.525444659,0.01549611,0,9.407939126,9.814601702,0.318771771,-6.944444444,0,-0.412309883,-0.004462921,-0.402777778,0,0.008658846,-0.799953139,0.488319444,3.490658504,-0.411341963,-0.005740886,0,9.407939126,12.46235829,-0.182819997,0,6.300888889,-0.412309883,-0.004462921,-0.402777778,0,9.814601702,0.318771771,-6.944444444,0,-0.915807337,-1.304937709,0.7,13.19695487,0.002002465,-0.794584733,0.3,10.97620982
3.459,0.001591121,-0.794590368,0.3,10.98510782,-0.916332782,-1.304922213,0.7,13.20636281,-0.512982301,0.01531329,0,9.414240015,9.814865914,0.303774144,-6.944444444,0,-0.402495147,-0.004151678,-0.409722222,0,0.008251443,-0.799957445,0.487913194,3.490658504,-0.40151759,-0.00545271,0,9.414240015,12.46312991,-0.184810417,0,6.178555556,-0.402495147,-0.004151678,-0.409722222,0,9.814865914,0.303774144,-6.944444444,0,-0.916332782,-1.304922213,0.7,13.20636281,0.001591121,-0.794590368,0.3,10.98510782
3.46,0.001189601,-0.794595719,0.3,10.99402439,-0.916845764,-1.3049069,0.7,13.21577705,-0.500519171,0.01512848,0,9.42041857,9.815111485,0.289137729,-6.944444444,0,-0.392680157,-0.003855252,-0.416666667,0,0.007853855,-0.799961447,0.4875,3.490658504,-0.391693003,-0.00517895,0,9.42041857,12.46389849,-0.18679026,0,6.055555556,-0.392680157,-0.003855252,-0.416666667,0,9.815111485,0.289137729,-6.944444444,0,-0.916845764,-1.3049069,0.7,13.21577705,0.001189601,-0.794595719,0.3,10.99402439
3.461,0.000797905,-0.794600802,0.3,11.00295941,-0.917346283,-1.304891771,0.7,13.22519747,-0.488055273,0.014941689,0,9.426474126,9.815339314,0.274862546,-6.944444444,0,-0.38286493,-0.003573282,-0.423611111,0,0.007466083,-0.79996516,0.487079861,3.490658504,-0.381868217,-0.004919245,0,9.426474126,12.46466408,-0.188759557,0,5.931888889,-0.38286493,-0.003573282,-0.423611111,0,9.815339314,0.274862546,-6.944444444,0,-0.917346283,-1.304891771,0.7,13.22519747,0.000797905,-0.794600802,0.3,11.00295941
3.462,0.000416035,-0.794605629,0.3,11.01191277,-0.917834338,-1.304876829,0.7,13.23462394,-0.475590609,0.01475293,0,9.432406015,9.815550276,0.260948614,-6.944444444,0,-0.373049484,-0.003305407,-0.430555556,0,0.007088126,-0.799968598,0.486652778,3.490658504,-0.372043249,-0.004673235,0,9.432406015,12.46542674,-0.19071834,0,5.807555556,-0.373049484,-0.003305407,-0.430555556,0,9.815550276,0.260948614,-6.944444444,0,-0.917834338,-1.304876829,0.7,13.23462394,0.000416035,-0.794605629,0.3,11.01191277
3.463,4.39894E-05,-0.794610215,0.3,11.02088434,-0.918309929,-1.304862076,0.7,13.24405635,-0.463125182,0.014562212,0,9.43821357,9.815745225,0.247395953,-6.944444444,0,-0.363233835,-0.003051265,-0.4375,0,0.006719984,-0.799971776,0.48621875,3.490658504,-0.362218115,-0.004440557,0,9.43821357,12.46618652,-0.192666642,0,5.682555556,-0.363233835,-0.003051265,-0.4375,0,9.815745225,0.247395953,-6.944444444,0,-0.918309929,-1.304862076,0.7,13.24405635,4.39894E-05,-0.794610215,0.3,11.02088434
3.464,-0.000318231,-0.794614573,0.3,11.02987399,-0.918773054,-1.304847514,0.7,13.25349456,-0.450658995,0.014369545,0,9.443896126,9.815924993,0.234204579,-6.944444444,0,-0.353417999,-0.002810494,-0.444444444,0,0.006361658,-0.799974705,0.485777778,3.490658504,-0.352392827,-0.004220849,0,9.443896126,12.46694348,-0.194604494,0,5.556888889,-0.353417999,-0.002810494,-0.444444444,0,9.815924993,0.234204579,-6.944444444,0,-0.918773054,-1.304847514,0.7,13.25349456,-0.000318231,-0.794614573,0.3,11.02987399
3.465,-0.000670625,-0.794618716,0.3,11.0388816,-0.919223713,-1.304833145,0.7,13.26293846,-0.438192052,0.01417494,0,9.449453015,9.816090388,0.221374507,-6.944444444,0,-0.34360199,-0.002582735,-0.451388889,0,0.006013148,-0.799977401,0.485329861,3.490658504,-0.342567401,-0.004013752,0,9.449453015,12.46769767,-0.196531926,0,5.430555556,-0.34360199,-0.002582735,-0.451388889,0,9.816090388,0.221374507,-6.944444444,0,-0.919223713,-1.304833145,0.7,13.26293846,-0.000670625,-0.794618716,0.3,11.0388816
3.466,-0.001013195,-0.794622656,0.3,11.04790704,-0.919661905,-1.30481897,0.7,13.27238791,-0.425724354,0.013978409,0,9.45488357,9.816242198,0.208905752,-6.944444444,0,-0.333785822,-0.002367625,-0.458333333,0,0.005674454,-0.799979875,0.484875,3.490658504,-0.332741847,-0.003818902,0,9.45488357,12.46844915,-0.19844897,0,5.303555556,-0.333785822,-0.002367625,-0.458333333,0,9.816242198,0.208905752,-6.944444444,0,-0.919661905,-1.30481897,0.7,13.27238791,-0.001013195,-0.794622656,0.3,11.04790704
3.467,-0.001345938,-0.794626405,0.3,11.05695017,-0.920087629,-1.304804991,0.7,13.28184279,-0.413255905,0.01377996,0,9.460187126,9.816381189,0.196798326,-6.944444444,0,-0.32396951,-0.002164803,-0.465277778,0,0.005345576,-0.79998214,0.484413194,3.490658504,-0.322916179,-0.003635938,0,9.460187126,12.46919796,-0.200355657,0,5.175888889,-0.32396951,-0.002164803,-0.465277778,0,9.816381189,0.196798326,-6.944444444,0,-0.920087629,-1.304804991,0.7,13.28184279,-0.001345938,-0.794626405,0.3,11.05695017
3.468,-0.001668856,-0.794629975,0.3,11.06601089,-0.920500885,-1.304791211,0.7,13.29130298,-0.400786707,0.013579604,0,9.465363015,9.816508102,0.185052241,-6.944444444,0,-0.314153064,-0.001973908,-0.472222222,0,0.005026515,-0.799984209,0.483944444,3.490658504,-0.313090408,-0.0034645,0,9.465363015,12.46994417,-0.202252014,0,5.047555556,-0.314153064,-0.001973908,-0.472222222,0,9.816508102,0.185052241,-6.944444444,0,-0.920500885,-1.304791211,0.7,13.29130298,-0.001668856,-0.794629975,0.3,11.06601089
3.469,-0.001981948,-0.794633378,0.3,11.07508904,-0.920901672,-1.304777632,0.7,13.30076835,-0.388316763,0.013377352,0,9.47041057,9.816623659,0.173667509,-6.944444444,0,-0.304336497,-0.001794578,-0.479166667,0,0.00471727,-0.799986092,0.48346875,3.490658504,-0.303264544,-0.003304224,0,9.47041057,12.47068783,-0.204138074,0,4.918555556,-0.304336497,-0.001794578,-0.479166667,0,9.816623659,0.173667509,-6.944444444,0,-0.920901672,-1.304777632,0.7,13.30076835,-0.001981948,-0.794633378,0.3,11.07508904
3.47,-0.002285214,-0.794636624,0.3,11.08418451,-0.921289989,-1.304764254,0.7,13.31023876,-0.375846075,0.013173214,0,9.475329126,9.816728558,0.16264414,-6.944444444,0,-0.29451982,-0.001626452,-0.486111111,0,0.004417842,-0.799987802,0.482986111,3.490658504,-0.293438597,-0.003154751,0,9.475329126,12.47142899,-0.206013864,0,4.788888889,-0.29451982,-0.001626452,-0.486111111,0,9.816728558,0.16264414,-6.944444444,0,-0.921289989,-1.304764254,0.7,13.31023876,-0.002285214,-0.794636624,0.3,11.08418451
3.471,-0.002578654,-0.794639725,0.3,11.09329717,-0.921665835,-1.304751081,0.7,13.31971408,-0.363374646,0.0129672,0,9.480118015,9.816823476,0.151982141,-6.944444444,0,-0.284703044,-0.001469169,-0.493055556,0,0.004128231,-0.799989348,0.482496528,3.490658504,-0.283612575,-0.003015718,0,9.480118015,12.47216769,-0.207879414,0,4.658555556,-0.284703044,-0.001469169,-0.493055556,0,9.816823476,0.151982141,-6.944444444,0,-0.921665835,-1.304751081,0.7,13.31971408,-0.002578654,-0.794639725,0.3,11.09329717
3.472,-0.002862267,-0.79464269,0.3,11.10242688,-0.92202921,-1.304738114,0.7,13.3291942,-0.350902479,0.012759321,0,9.48477657,9.816909066,0.141681522,-6.944444444,0,-0.274886177,-0.001322368,-0.5,0,0.003848436,-0.799990743,0.482,3.490658504,-0.273786489,-0.002886763,0,9.48477657,12.47290399,-0.209734753,0,4.527555556,-0.274886177,-0.001322368,-0.5,0,9.816909066,0.141681522,-6.944444444,0,-0.92202921,-1.304738114,0.7,13.3291942,-0.002862267,-0.79464269,0.3,11.10242688
3.473,-0.003136055,-0.79464553,0.3,11.11157351,-0.922380112,-1.304725355,0.7,13.33867898,-0.338429575,0.012549586,0,9.489304126,9.816985961,0.13174229,-6.944444444,0,-0.265069228,-0.001185686,-0.506944444,0,0.003578458,-0.799991997,0.481496528,3.490658504,-0.263960345,-0.002767526,0,9.489304126,12.47363795,-0.211579907,0,4.395888889,-0.265069228,-0.001185686,-0.506944444,0,9.816985961,0.13174229,-6.944444444,0,-0.922380112,-1.304725355,0.7,13.33867898,-0.003136055,-0.79464553,0.3,11.11157351
3.474,-0.003400017,-0.794648253,0.3,11.12073694,-0.922718542,-1.304712805,0.7,13.34816828,-0.325955937,0.012338006,0,9.493700015,9.817054771,0.122164452,-6.944444444,0,-0.255252207,-0.001058763,-0.513888889,0,0.003318298,-0.799993118,0.480986111,3.490658504,-0.254134151,-0.002657644,0,9.493700015,12.47436961,-0.213414906,0,4.263555556,-0.255252207,-0.001058763,-0.513888889,0,9.817054771,0.122164452,-6.944444444,0,-0.922718542,-1.304712805,0.7,13.34816828,-0.003400017,-0.794648253,0.3,11.12073694
3.475,-0.003654152,-0.79465087,0.3,11.12991702,-0.923044498,-1.304700467,0.7,13.35766198,-0.313481567,0.012124591,0,9.49796357,9.817116083,0.112948013,-6.944444444,0,-0.245435121,-0.000941237,-0.520833333,0,0.003067954,-0.799994117,0.48046875,3.490658504,-0.244307914,-0.002556756,0,9.49796357,12.47509902,-0.215239776,0,4.130555556,-0.245435121,-0.000941237,-0.520833333,0,9.817116083,0.112948013,-6.944444444,0,-0.923044498,-1.304700467,0.7,13.35766198,-0.003654152,-0.79465087,0.3,11.12991702
3.476,-0.003898461,-0.794653389,0.3,11.13911363,-0.923357979,-1.304688343,0.7,13.36715995,-0.301006468,0.011909351,0,9.502094126,9.817170462,0.104092978,-6.944444444,0,-0.235617977,-0.000832746,-0.527777778,0,0.002827428,-0.799995004,0.479944444,3.490658504,-0.23448164,-0.0024645,0,9.502094126,12.47582623,-0.217054544,0,3.996888889,-0.235617977,-0.000832746,-0.527777778,0,9.817170462,0.104092978,-6.944444444,0,-0.923357979,-1.304688343,0.7,13.36715995,-0.003898461,-0.794653389,0.3,11.13911363
3.477,-0.004132943,-0.794655819,0.3,11.14832662,-0.923658986,-1.304676433,0.7,13.37666204,-0.288530642,0.011692297,0,9.506091015,9.817218453,0.095599353,-6.944444444,0,-0.225800782,-0.00073293,-0.534722222,0,0.002596718,-0.799995786,0.479413194,3.490658504,-0.224655335,-0.002380515,0,9.506091015,12.47655129,-0.218859237,0,3.862555556,-0.225800782,-0.00073293,-0.534722222,0,9.817218453,0.095599353,-6.944444444,0,-0.923658986,-1.304676433,0.7,13.37666204,-0.004132943,-0.794655819,0.3,11.14832662
3.478,-0.004357599,-0.794658168,0.3,11.15755588,-0.923947516,-1.304664741,0.7,13.38616813,-0.27605409,0.011473437,0,9.50995357,9.817260576,0.087467141,-6.944444444,0,-0.215983542,-0.000641427,-0.541666667,0,0.002375826,-0.799996472,0.478875,3.490658504,-0.214829003,-0.002304439,0,9.50995357,12.47727424,-0.220653881,0,3.727555556,-0.215983542,-0.000641427,-0.541666667,0,9.817260576,0.087467141,-6.944444444,0,-0.923947516,-1.304664741,0.7,13.38616813,-0.004357599,-0.794658168,0.3,11.15755588
3.479,-0.004572429,-0.794660443,0.3,11.16680125,-0.92422357,-1.304653267,0.7,13.39567809,-0.263576816,0.011252784,0,9.513681126,9.817297331,0.079696347,-6.944444444,0,-0.206166263,-0.000557875,-0.548611111,0,0.002164751,-0.799997071,0.478329861,3.490658504,-0.205002651,-0.002235911,0,9.513681126,12.47799515,-0.2224385,0,3.591888889,-0.206166263,-0.000557875,-0.548611111,0,9.817297331,0.079696347,-6.944444444,0,-0.92422357,-1.304653267,0.7,13.39567809,-0.004572429,-0.794660443,0.3,11.16680125
3.48,-0.004777432,-0.794662653,0.3,11.17606261,-0.924487147,-1.304642015,0.7,13.40519177,-0.251098821,0.011030345,0,9.517273015,9.817329193,0.072286972,-6.944444444,0,-0.196348949,-0.000481914,-0.555555556,0,0.001963493,-0.79999759,0.477777778,3.490658504,-0.19517628,-0.002174569,0,9.517273015,12.47871405,-0.224213121,0,3.455555556,-0.196348949,-0.000481914,-0.555555556,0,9.817329193,0.072286972,-6.944444444,0,-0.924487147,-1.304642015,0.7,13.40519177,-0.004777432,-0.794662653,0.3,11.17606261
3.481,-0.004972609,-0.794664803,0.3,11.18533981,-0.924738246,-1.304630984,0.7,13.41470904,-0.238620107,0.010806132,0,9.52072857,9.817356618,0.065239021,-6.944444444,0,-0.186531606,-0.000413181,-0.5625,0,0.001772053,-0.799998037,0.47721875,3.490658504,-0.185349897,-0.002120051,0,9.52072857,12.47943099,-0.225977768,0,3.318555556,-0.186531606,-0.000413181,-0.5625,0,9.817356618,0.065239021,-6.944444444,0,-0.924738246,-1.304630984,0.7,13.41470904,-0.004972609,-0.794664803,0.3,11.18533981
3.482,-0.00515796,-0.794666902,0.3,11.19463272,-0.924976866,-1.304620178,0.7,13.42422977,-0.226140676,0.010580154,0,9.524047126,9.817380039,0.058552495,-6.944444444,0,-0.176714238,-0.000351315,-0.569444444,0,0.00159043,-0.799998419,0.476652778,3.490658504,-0.175523504,-0.002071997,0,9.524047126,12.48014601,-0.227732466,0,3.180888889,-0.176714238,-0.000351315,-0.569444444,0,9.817380039,0.058552495,-6.944444444,0,-0.924976866,-1.304620178,0.7,13.42422977,-0.00515796,-0.794666902,0.3,11.19463272
3.483,-0.005333484,-0.794668954,0.3,11.20394121,-0.925203007,-1.304609598,0.7,13.43375382,-0.21366053,0.010352422,0,9.527228015,9.817399864,0.052227396,-6.944444444,0,-0.166896847,-0.000295955,-0.576388889,0,0.001418625,-0.799998742,0.476079861,3.490658504,-0.165697104,-0.002030043,0,9.527228015,12.48085917,-0.229477237,0,3.042555556,-0.166896847,-0.000295955,-0.576388889,0,9.817399864,0.052227396,-6.944444444,0,-0.925203007,-1.304609598,0.7,13.43375382,-0.005333484,-0.794668954,0.3,11.20394121
3.484,-0.005499182,-0.794670967,0.3,11.21326513,-0.925416667,-1.304599246,0.7,13.44328104,-0.201179671,0.010122944,0,9.53027057,9.817416483,0.046263726,-6.944444444,0,-0.157079439,-0.00024674,-0.583333333,0,0.001256637,-0.799999013,0.4755,3.490658504,-0.155870699,-0.001993829,0,9.53027057,12.48157051,-0.231212106,0,2.903555556,-0.157079439,-0.00024674,-0.583333333,0,9.817416483,0.046263726,-6.944444444,0,-0.925416667,-1.304599246,0.7,13.44328104,-0.005499182,-0.794670967,0.3,11.21326513
3.485,-0.005655053,-0.794672946,0.3,11.22260434,-0.925617847,-1.304589123,0.7,13.45281131,-0.1886981,0.009891732,0,9.533174126,9.817430262,0.040661487,-6.944444444,0,-0.147262015,-0.000203308,-0.590277778,0,0.001104466,-0.799999238,0.474913194,3.490658504,-0.146044293,-0.001962993,0,9.533174126,12.48228007,-0.232937094,0,2.763888889,-0.147262015,-0.000203308,-0.590277778,0,9.817430262,0.040661487,-6.944444444,0,-0.925617847,-1.304589123,0.7,13.45281131,-0.005655053,-0.794672946,0.3,11.22260434
3.486,-0.005801098,-0.794674895,0.3,11.23195871,-0.925806545,-1.304579231,0.7,13.46234449,-0.17621582,0.009658795,0,9.535938015,9.817441544,0.035420679,-6.944444444,0,-0.137444579,-0.000165297,-0.597222222,0,0.000962113,-0.799999421,0.474319444,3.490658504,-0.136217887,-0.001937173,0,9.535938015,12.48298791,-0.234652225,0,2.623555556,-0.137444579,-0.000165297,-0.597222222,0,9.817441544,0.035420679,-6.944444444,0,-0.925806545,-1.304579231,0.7,13.46234449,-0.005801098,-0.794674895,0.3,11.23195871
3.487,-0.005937316,-0.794676821,0.3,11.24132809,-0.925982761,-1.304569572,0.7,13.47188043,-0.163732832,0.009424143,0,9.53856157,9.81745065,0.030541305,-6.944444444,0,-0.127627133,-0.000132346,-0.604166667,0,0.000829577,-0.79999957,0.47371875,3.490658504,-0.126391482,-0.001916009,0,9.53856157,12.48369405,-0.23635752,0,2.482555556,-0.127627133,-0.000132346,-0.604166667,0,9.81745065,0.030541305,-6.944444444,0,-0.925982761,-1.304569572,0.7,13.47188043,-0.005937316,-0.794676821,0.3,11.24132809
3.488,-0.006063708,-0.794678727,0.3,11.25071235,-0.926146494,-1.304560148,0.7,13.48141899,-0.151249138,0.009187785,0,9.541044126,9.817457881,0.026023363,-6.944444444,0,-0.117809679,-0.000104093,-0.611111111,0,0.000706858,-0.799999688,0.473111111,3.490658504,-0.11656508,-0.001899137,0,9.541044126,12.48439855,-0.238053001,0,2.340888889,-0.117809679,-0.000104093,-0.611111111,0,9.817457881,0.026023363,-6.944444444,0,-0.926146494,-1.304560148,0.7,13.48141899,-0.006063708,-0.794678727,0.3,11.25071235
